Date,Time,전압,전류,진공도,높이,datetime,is_working,work_group,work_id,original_file,elapsed_time,높이변화,누적하강,하강속도,하강속도_원본,높이변화량
25/07/16,16:36:17,31,7632,0.012,327,2025-07-16 16:36:17,True,5,SA00000_20250716_W003,SA00000_20250716.csv,0,,0,0.012987012987012988,0.0129870129870129,
25/07/16,16:36:18,31,7670,0.012,327,2025-07-16 16:36:18,True,5,SA00000_20250716_W003,SA00000_20250716.csv,1,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:19,32,7562,0.013,327,2025-07-16 16:36:19,True,5,SA00000_20250716_W003,SA00000_20250716.csv,2,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:20,32,7764,0.013,327,2025-07-16 16:36:20,True,5,SA00000_20250716_W003,SA00000_20250716.csv,3,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:21,33,8286,0.014,327,2025-07-16 16:36:21,True,5,SA00000_20250716_W003,SA00000_20250716.csv,4,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:22,33,8412,0.015,327,2025-07-16 16:36:22,True,5,SA00000_20250716_W003,SA00000_20250716.csv,5,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:23,33,8940,0.015,327,2025-07-16 16:36:23,True,5,SA00000_20250716_W003,SA00000_20250716.csv,6,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:24,33,9280,0.016,327,2025-07-16 16:36:24,True,5,SA00000_20250716_W003,SA00000_20250716.csv,7,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:25,34,9866,0.017,327,2025-07-16 16:36:25,True,5,SA00000_20250716_W003,SA00000_20250716.csv,8,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:26,34,10272,0.018,327,2025-07-16 16:36:26,True,5,SA00000_20250716_W003,SA00000_20250716.csv,9,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:27,35,10592,0.018,327,2025-07-16 16:36:27,True,5,SA00000_20250716_W003,SA00000_20250716.csv,10,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:28,35,10792,0.019,327,2025-07-16 16:36:28,True,5,SA00000_20250716_W003,SA00000_20250716.csv,11,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:29,35,11008,0.02,327,2025-07-16 16:36:29,True,5,SA00000_20250716_W003,SA00000_20250716.csv,12,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:30,35,10874,0.021,327,2025-07-16 16:36:30,True,5,SA00000_20250716_W003,SA00000_20250716.csv,13,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:31,35,11026,0.022,327,2025-07-16 16:36:31,True,5,SA00000_20250716_W003,SA00000_20250716.csv,14,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:32,35,11034,0.023,327,2025-07-16 16:36:32,True,5,SA00000_20250716_W003,SA00000_20250716.csv,15,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:33,35,10946,0.024,327,2025-07-16 16:36:33,True,5,SA00000_20250716_W003,SA00000_20250716.csv,16,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:34,35,10942,0.025,327,2025-07-16 16:36:34,True,5,SA00000_20250716_W003,SA00000_20250716.csv,17,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:35,35,11046,0.026,327,2025-07-16 16:36:35,True,5,SA00000_20250716_W003,SA00000_20250716.csv,18,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:36,35,11062,0.027,327,2025-07-16 16:36:36,True,5,SA00000_20250716_W003,SA00000_20250716.csv,19,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:37,35,11084,0.028,327,2025-07-16 16:36:37,True,5,SA00000_20250716_W003,SA00000_20250716.csv,20,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:38,35,11580,0.028,327,2025-07-16 16:36:38,True,5,SA00000_20250716_W003,SA00000_20250716.csv,21,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:39,35,11666,0.029,327,2025-07-16 16:36:39,True,5,SA00000_20250716_W003,SA00000_20250716.csv,22,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:40,36,11790,0.03,327,2025-07-16 16:36:40,True,5,SA00000_20250716_W003,SA00000_20250716.csv,23,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:41,36,12512,0.03,327,2025-07-16 16:36:41,True,5,SA00000_20250716_W003,SA00000_20250716.csv,24,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:42,36,12546,0.031,327,2025-07-16 16:36:42,True,5,SA00000_20250716_W003,SA00000_20250716.csv,25,0.0,0,0.012987012987012988,0.0129870129870129,0.0
25/07/16,16:36:43,37,12906,0.032,327,2025-07-16 16:36:43,True,5,SA00000_20250716_W003,SA00000_20250716.csv,26,0.0,0,0.012987012987012988,0.0129870129870129,0.0
